state,age,grade,hours,num612,num1317,youngest,othrlt18,othrge18,bmodk5,white,centcity,public,quarter,numge18
6,31.25,12,0,3,0,0,0,0,6,0,0,1,2,0
6,43.25,7,0,0,0,5,0,0,6,1,0,1,3,0
6,23.5,10,0,0,0,1,0,0,6,0,0,0,2,0
6,23.5,10,0,0,0,5,2,1,35,0,0,0,3,0
6,28.5,12,0,3,0,5,0,0,6,1,0,1,1,0
6,22.75,9,50,0,0,5,0,0,48,1,0,1,2,0
6,28,15,0,2,0,5,0,0,6,1,0,0,3,0
6,35.75,8,15,3,0,5,0,0,6,1,0,1,1,0
6,28,10,0,1,0,0,0,0,6,0,0,1,2,0
6,24.25,6,0,0,0,2,0,0,6,0,0,1,3,0
6,26.25,12,30,0,0,5,0,0,6,1,0,1,2,0
6,23.75,12,0,0,0,0,0,0,6,0,0,1,2,0
6,24.25,11,40,0,0,5,0,0,99,1,0,1,2,0
6,31,14,40,0,0,5,0,0,6,1,0,0,0,0
6,37.75,-3,40,1,0,5,0,0,6,1,0,1,3,0
6,30.75,11,40,1,0,5,0,0,6,0,0,0,0,0
6,21,9,0,0,0,1,0,0,6,1,0,0,0,0
6,28.75,12,0,2,0,5,0,0,6,0,0,1,3,0
6,26,11,0,1,0,2,0,0,6,1,0,1,3,0
6,26.75,14,15,1,0,5,1,0,6,0,0,1,1,0
6,26.5,6,0,0,0,0,0,1,99,1,0,1,1,0
6,34,14,38,1,0,5,0,0,6,1,0,1,2,0
6,34.5,14,40,1,0,5,0,1,6,1,0,1,1,0
6,26.5,16,40,1,0,5,0,0,6,1,0,0,0,0
6,29.25,11,0,1,0,5,0,0,6,0,0,1,3,0
6,27.75,13,40,0,0,1,0,0,6,1,0,1,2,0
6,28,8,0,6,0,5,0,0,6,0,0,1,0,0
6,35,12,11,2,0,5,0,0,6,1,0,1,2,0
6,29.25,12,60,2,0,5,0,0,6,1,0,1,3,0
6,33,12,40,1,0,3,0,0,6,1,0,1,1,0
6,30,13,43,0,0,5,0,0,6,1,0,0,3,0
6,33.25,14,45,0,0,5,0,0,6,1,0,1,2,0
6,36.5,7,0,0,1,2,0,2,6,1,0,1,2,1
6,25.5,12,40,1,0,5,0,0,6,0,0,0,0,0
6,24,12,0,0,0,3,0,0,6,0,0,1,1,0
6,37.25,11,20,0,1,5,0,1,6,1,0,1,3,0
6,36.75,13,0,0,1,4,0,1,6,1,0,0,0,0
6,35.5,12,40,1,0,5,0,1,6,0,0,1,3,0
6,42.25,10,15,2,1,5,0,2,6,1,0,1,1,0
6,32.25,9,0,3,0,3,0,0,6,0,0,0,0,0
6,46,6,10,1,1,5,0,0,99,1,0,1,1,0
6,32.75,16,40,0,0,5,0,0,6,1,0,0,0,0
6,25.25,6,30,0,0,4,0,0,6,0,0,1,2,0
6,37.5,7,30,1,0,5,0,0,6,0,0,1,0,0
6,25.25,12,0,0,0,0,0,0,6,1,0,1,1,0
6,37,8,0,1,0,3,0,0,6,1,0,1,1,0
6,34.5,12,40,2,1,5,0,0,6,1,0,0,3,0
6,34,18,0,0,0,5,0,2,6,1,0,1,1,0
6,24.25,12,40,0,0,5,0,0,6,0,0,0,2,0
6,28.75,12,0,0,0,5,0,0,6,0,0,1,0,0
6,40.25,12,0,1,1,5,0,0,6,0,0,1,1,1
6,32.25,9,0,0,1,1,0,0,6,0,0,1,1,0
6,26.5,9,40,1,0,2,2,4,6,0,0,1,2,0
6,23.25,11,0,0,0,5,0,1,6,0,0,0,2,0
6,33,12,40,0,0,5,0,0,6,1,0,0,1,0
6,30.5,14,50,0,0,5,0,0,17,0,0,0,2,0
6,26,6,0,1,0,5,0,0,6,0,0,1,0,0
6,34.5,8,0,0,1,0,0,2,4,1,0,1,3,0
6,31.75,6,40,2,0,5,0,1,6,1,0,1,2,0
6,28.75,13,0,0,0,5,0,1,6,0,0,0,1,0
6,21,8,0,0,0,2,0,1,6,1,0,0,0,0
6,25.75,9,0,3,0,2,0,0,6,0,0,1,2,0
6,31.75,6,40,3,0,2,0,0,6,0,0,1,2,0
6,26.25,12,32,0,0,5,1,1,6,0,0,1,3,0
6,23.25,2,0,0,0,1,0,0,99,1,0,0,0,0
6,25.5,5,0,0,0,4,0,2,99,1,0,0,3,0
6,28.5,5,0,1,0,2,0,1,99,1,0,1,2,0
6,35,13,40,1,0,5,0,0,6,1,0,1,2,0
6,27.25,12,30,1,0,5,0,0,6,1,0,1,0,0
6,33.25,10,16,2,0,1,0,0,6,0,0,0,0,0
6,24.5,10,0,2,0,2,0,0,6,0,0,0,0,0
6,28.25,8,40,2,0,5,0,2,6,0,0,1,0,0
6,42.25,2,24,0,2,5,0,0,6,0,0,1,2,1
6,40.75,16,0,1,0,5,0,0,41,0,0,1,0,0
6,29.5,12,40,1,0,5,0,0,6,0,0,0,0,0
6,35.5,20,40,0,0,5,0,1,6,1,0,0,0,0
6,29,13,40,1,0,5,0,0,19,1,0,0,1,0
6,27.75,2,0,0,0,0,0,0,99,0,0,0,0,0
6,36.75,1,0,0,0,2,0,0,36,1,0,0,3,0
6,29.25,12,40,0,0,5,0,1,6,1,0,0,3,0
6,25,13,40,1,0,5,0,1,6,1,0,1,1,0
6,22.5,13,0,0,0,5,0,0,12,0,0,1,0,0
6,26.25,11,0,0,0,5,0,0,6,0,0,1,1,0
6,23,10,40,0,0,0,0,0,6,1,0,0,0,0
6,27.5,10,0,1,0,5,0,0,6,1,0,1,0,0
6,32.25,13,0,1,1,5,0,0,6,0,0,1,2,0
6,41,12,32,0,1,5,0,0,6,0,0,1,1,0
6,41.5,9,0,3,3,5,3,0,6,0,0,1,2,2
6,39.75,8,40,0,0,5,0,0,6,0,0,0,0,0
6,35.25,18,12,0,0,5,0,0,6,0,0,0,2,0
6,30.5,12,0,2,0,0,0,0,6,0,0,1,3,0
6,27.25,10,0,1,0,5,0,0,6,1,0,1,2,0
6,25.5,10,0,1,0,3,0,0,6,0,0,1,1,0
6,45.75,6,0,2,1,5,3,0,6,0,0,1,1,2
6,27.5,16,30,0,0,3,0,0,51,1,0,1,3,0
6,32.75,11,0,1,2,5,0,0,6,1,0,1,2,0
6,28,9,22,0,0,5,0,0,6,1,0,1,2,0
6,23.75,10,0,0,0,0,0,1,6,0,0,1,3,0
6,29,10,0,1,0,3,0,0,6,1,0,1,3,0
6,26,15,24,0,0,5,0,0,6,1,0,1,1,0
6,24.25,10,32,0,0,1,0,1,16,0,0,0,0,0
6,38.25,6,0,1,2,3,0,0,99,0,0,1,3,1
6,32.75,11,0,2,0,5,1,0,99,1,0,1,1,0
6,25.5,14,40,0,0,5,0,1,6,1,0,1,2,0
6,26.25,14,0,1,0,5,0,0,99,0,0,0,2,0
6,27,12,40,0,0,5,0,0,6,0,0,1,2,0
6,24.5,7,0,1,0,2,0,0,6,1,0,0,0,0
6,31,12,0,1,0,5,0,1,6,0,0,1,2,0
6,39.75,12,48,2,2,5,1,1,6,1,0,0,2,0
6,24.75,12,0,0,0,2,1,0,6,0,0,1,3,0
6,36.75,14,30,0,1,5,0,0,51,0,0,0,2,0
6,35,3,40,0,0,5,0,1,99,0,0,1,1,0
6,22.75,12,46,0,0,2,0,1,6,0,0,1,0,0
6,28.25,11,0,2,0,5,0,0,4,0,0,1,3,0
6,24.5,14,0,1,0,5,0,0,6,0,0,1,0,0
6,27.5,9,0,2,0,5,1,1,6,1,0,0,0,0
6,23.5,10,0,0,0,0,0,1,6,1,0,1,3,0
6,27.5,12,48,2,0,5,1,2,6,0,0,0,1,0
6,27.5,13,0,1,0,0,0,1,42,0,0,1,1,0
6,25.5,3,40,0,0,0,0,0,99,0,0,1,2,0
6,28,13,0,2,0,5,0,0,6,1,0,1,3,0
6,25.25,12,40,1,0,2,0,0,6,0,0,1,1,0
6,24,5,0,0,0,5,0,0,6,1,0,0,0,0
6,25,12,40,0,0,5,0,0,6,1,0,1,0,0
6,33.75,6,0,1,0,1,0,0,6,1,0,0,2,0
6,30.25,16,40,2,0,5,0,0,6,1,0,1,2,0
6,30.75,10,0,1,1,5,0,0,6,0,0,1,1,0
6,27.5,9,0,2,0,5,0,1,6,1,0,1,3,0
6,28.5,11,0,0,0,3,0,0,35,0,0,1,3,0
6,36.25,12,0,3,0,0,0,1,6,0,0,0,0,0
6,24.5,12,40,1,0,5,0,0,6,1,0,1,3,0
6,28.5,11,0,2,0,5,0,0,6,0,0,1,2,0
6,26.5,12,40,0,0,4,0,0,6,1,0,1,1,0
6,29.5,0,0,1,0,5,0,0,34,1,0,1,1,0
6,27.25,12,36,0,0,1,0,0,6,1,0,1,1,0
6,27,12,0,0,0,4,0,0,6,1,0,1,1,0
6,24,12,0,0,0,1,0,0,22,0,0,1,3,0
6,26.5,13,42,0,0,5,0,0,6,1,0,0,0,0
6,31.25,14,40,0,0,1,2,1,6,1,0,0,3,0
6,30.25,10,0,1,0,5,0,0,6,0,0,1,2,0
6,27.25,10,0,0,0,5,0,1,6,1,0,0,0,0
6,45.25,6,40,2,1,5,0,0,6,1,0,1,1,0
6,31.75,15,40,0,0,5,0,0,6,1,0,0,0,0
6,34,8,0,3,2,5,0,0,6,0,0,0,3,0
6,24,15,0,0,0,5,0,0,6,0,0,1,3,0
6,28,12,40,1,0,5,0,1,6,0,0,0,0,0
6,39.25,12,40,2,0,5,0,1,99,0,0,0,3,0
6,28,13,0,1,0,5,0,0,99,1,0,1,0,0
6,39,12,40,0,1,3,0,0,29,1,0,0,2,0
6,27.25,12,8,0,0,5,0,0,6,1,0,1,1,0
6,33.25,8,0,4,0,5,0,0,6,1,0,1,2,0
6,35,10,0,0,0,5,0,1,6,1,0,1,1,0
6,38.5,12,0,0,0,5,0,0,6,1,0,1,1,0
6,22.25,10,30,0,0,2,0,0,6,1,0,1,1,0
6,24.25,12,20,0,0,3,0,0,99,0,0,0,1,0
6,42,18,20,0,0,5,0,0,6,1,0,0,3,0
6,32.25,8,0,3,1,5,0,1,6,1,0,1,2,0
6,24.75,15,40,0,0,5,0,0,6,0,0,0,3,0
6,23.5,10,20,0,0,5,0,0,6,1,0,1,2,0
6,26,12,40,0,0,3,0,0,6,1,0,0,1,0
6,29.5,8,0,3,1,2,0,0,5,0,0,1,2,0
6,24.75,9,0,1,0,4,0,0,18,1,0,1,1,0
6,31,10,0,0,0,5,0,1,6,1,0,1,3,0
6,35,16,40,1,0,5,0,1,6,1,0,1,1,0
6,32.75,12,46,1,1,5,0,0,6,1,0,1,2,0
6,36.5,12,0,1,0,1,0,0,6,0,0,1,1,0
6,46,6,40,0,0,5,1,0,6,0,0,0,3,2
6,32.75,12,37,1,1,4,0,0,6,1,0,1,2,0
6,27.5,12,40,0,0,5,0,0,6,1,0,0,0,0
6,25.5,11,0,1,0,1,0,0,25,0,0,1,2,0
6,24.75,13,0,0,0,5,0,1,6,1,0,1,1,0
6,33.5,12,0,1,1,0,0,0,40,0,0,1,2,0
6,25.25,12,40,0,0,2,0,0,6,1,0,0,2,0
6,30,16,40,1,0,5,0,0,6,1,0,1,2,0
6,25.25,14,40,0,0,5,0,0,6,1,0,0,3,0
6,30,8,0,2,0,0,0,2,6,1,0,0,0,0
6,22.75,11,50,0,0,5,0,0,99,0,0,1,3,0
6,43.25,12,0,0,1,5,0,0,6,1,0,1,1,1
6,33.75,14,0,2,0,5,0,0,6,1,0,1,3,0
6,29.5,12,0,2,0,3,0,0,6,0,0,0,0,0
6,26.75,10,0,0,0,5,0,0,6,0,0,1,2,0
6,26.25,12,0,1,0,2,0,0,6,1,0,1,2,0
6,37.5,9,0,2,0,2,0,0,6,0,0,1,2,1
6,28.5,12,40,2,0,5,0,0,6,1,0,0,0,0
6,30.75,11,0,2,0,5,0,0,6,1,0,0,3,0
6,24.75,11,0,0,0,4,0,0,6,0,0,1,2,0
6,44,16,40,0,0,5,0,1,6,1,0,1,3,0
6,29.75,12,0,1,0,5,0,0,6,1,0,1,1,0
6,44.25,18,40,1,0,5,0,0,6,0,0,1,2,0
6,34.25,16,40,1,0,5,0,0,53,1,0,0,0,0
6,24.75,12,0,0,0,0,0,0,17,0,0,1,3,0
6,31.25,12,40,1,0,5,0,0,6,0,0,1,0,0
6,30.5,12,0,2,0,1,0,0,6,1,0,1,3,0
6,43,6,0,1,1,5,0,1,99,1,0,0,2,1
6,26.5,7,0,1,0,3,1,0,6,0,0,1,2,0
6,36.75,16,30,1,0,5,0,0,2,1,0,1,2,0
6,35.25,12,26,0,2,5,0,0,6,0,0,1,2,1
6,23.75,12,47,0,0,2,2,1,6,0,0,1,3,0
6,25.5,10,0,1,0,5,0,0,6,1,0,0,3,0
6,30.5,14,40,1,0,5,0,0,6,0,0,1,2,0
6,26.75,12,0,1,0,5,0,0,6,1,0,1,1,0
6,24.5,13,30,0,0,5,0,1,6,0,0,0,0,1
6,23.25,12,40,0,0,5,0,0,6,1,0,1,3,0
6,22.5,11,0,0,0,3,0,0,6,0,0,1,1,0
6,21.75,11,0,0,0,0,0,0,6,1,0,1,3,0
6,25.75,13,40,0,0,5,0,2,6,1,0,0,0,0
6,29.5,12,0,2,0,1,0,0,6,0,0,1,2,0
6,36.75,12,0,1,1,5,0,0,6,0,0,1,0,0
6,23,6,0,0,0,0,0,2,6,1,0,1,0,0
6,33,13,65,1,0,5,0,0,6,1,0,0,2,0
6,32.75,12,0,1,0,5,0,0,6,1,0,1,3,0
6,38.25,12,40,0,1,5,0,0,6,0,0,0,0,1
6,33.75,18,25,0,0,1,0,0,6,1,0,1,3,0
6,29.75,12,0,2,0,5,0,0,6,0,0,1,1,0
6,28.25,14,0,1,0,1,0,0,6,0,0,0,0,0
6,29.75,12,0,1,0,2,0,0,6,1,0,1,1,0
6,36.5,6,84,3,2,3,1,2,6,1,0,1,3,0
6,21,12,0,0,0,5,0,0,6,0,0,1,2,0
6,29,5,0,2,0,5,0,1,22,0,0,1,1,0
6,22.25,11,40,0,0,5,0,0,6,1,0,0,0,0
6,27.5,12,40,1,0,5,0,0,53,0,0,1,2,0
6,26,9,0,1,0,2,0,0,6,1,0,1,2,0
6,26.5,13,40,0,0,1,0,1,6,1,0,1,2,0
6,32.5,15,45,1,0,5,0,0,6,1,0,1,3,0
6,25,11,0,1,0,1,3,3,6,1,0,1,2,0
6,31,13,0,0,0,1,0,0,6,1,0,1,0,0
6,22.75,11,0,0,0,2,0,0,6,1,0,0,0,0
6,28.5,13,0,3,0,5,1,1,6,0,0,1,1,0
6,37.5,11,40,0,2,5,0,0,6,0,0,1,3,0
6,22,13,68,0,0,5,0,2,6,0,0,0,0,0
6,24,11,20,0,0,1,0,0,6,1,0,1,3,0
6,42.75,12,80,1,0,5,0,0,6,1,0,1,3,1
6,37,14,40,1,0,0,0,0,6,0,0,1,1,0
6,25,12,0,1,0,3,0,0,6,0,0,1,1,0
6,35.5,12,40,1,2,4,0,0,6,0,0,1,1,0
6,24.75,12,28,0,0,5,0,0,41,1,0,0,0,0
6,26.25,11,0,1,0,2,0,0,6,0,0,1,2,0
6,29.75,13,12,1,0,5,0,1,6,1,0,0,1,0
6,28.5,12,0,2,0,0,0,0,6,0,0,1,1,0
6,28,14,0,0,0,3,0,0,6,1,0,1,3,0
6,25.25,14,40,0,0,5,0,3,99,0,0,1,2,0
6,32.5,12,40,1,0,5,0,0,99,1,0,1,3,0
6,22.25,11,40,0,0,5,0,0,4,1,0,1,1,0
6,39,12,50,0,2,1,0,0,6,0,0,1,1,1
6,23.5,12,40,0,0,3,0,0,15,1,0,0,3,0
6,29,14,40,1,0,5,0,0,6,1,0,0,2,0
6,23.25,12,0,0,0,3,0,0,6,1,0,1,3,0
6,40,12,0,2,0,5,0,0,6,1,0,0,2,0
6,33,12,40,1,0,5,0,0,35,0,0,1,1,0
6,27.75,9,0,0,0,3,0,0,6,0,0,0,1,0
6,24.75,10,20,0,0,5,0,0,6,0,0,1,3,0
6,26.25,14,0,1,0,3,0,0,6,0,0,1,2,0
6,27.75,6,40,0,0,0,0,1,6,0,0,1,1,0
6,24.25,11,0,1,0,1,0,0,6,0,0,1,2,0
6,35.5,11,40,0,2,5,1,0,6,0,0,1,1,1
6,32.5,14,0,1,0,5,0,0,6,1,0,1,1,0
6,29.75,12,40,1,0,5,0,0,29,1,0,1,0,0
6,41,10,32,0,1,5,0,0,51,1,0,1,2,1
6,24.5,6,0,1,0,0,0,0,6,1,0,0,0,0
6,20.75,12,0,0,0,1,0,0,6,0,0,0,0,0
6,31,14,0,1,0,5,0,0,99,1,1,1,0,0
6,24.75,12,20,1,0,5,0,0,6,1,1,1,2,0
6,23.25,12,40,0,0,5,0,0,6,1,1,1,2,0
6,28,13,48,0,0,2,0,0,6,1,1,0,1,0
6,30.75,12,0,0,0,5,0,0,6,1,1,1,0,0
6,34.25,14,0,0,0,5,0,0,6,1,1,1,1,0
6,24,12,40,0,0,3,0,0,6,1,1,1,1,0
6,24.25,12,0,0,0,3,0,0,6,1,1,0,0,0
6,35.25,16,0,1,0,2,0,0,36,1,1,1,0,0
6,34.75,13,60,1,0,5,0,0,6,1,1,1,3,0
6,34.5,12,40,0,0,0,0,0,6,1,1,0,0,0
6,28,6,35,2,0,2,0,1,6,1,1,1,1,0
6,38,8,0,1,0,5,0,1,6,1,1,1,2,0
6,28,10,55,0,0,5,1,2,6,1,1,1,0,0
6,34.5,10,0,3,1,5,0,1,6,0,1,1,3,0
6,23.25,13,40,1,0,3,0,0,6,0,1,0,0,0
6,22.25,11,35,0,0,0,0,3,6,1,1,1,2,0
6,24.75,12,40,0,0,5,0,0,6,0,1,1,2,0
6,33.75,13,40,0,0,5,0,0,6,1,1,0,3,0
6,34.75,6,40,1,3,5,0,0,6,0,1,1,3,0
6,31.75,7,40,1,0,5,0,0,99,1,1,1,3,0
6,26.25,9,0,1,0,2,0,0,6,0,1,1,3,0
6,33.5,7,40,1,0,5,0,1,6,0,1,1,2,0
6,23.5,10,40,0,0,5,1,1,6,0,1,1,1,0
6,32.25,12,0,0,1,5,0,0,6,1,1,0,0,0
6,23.25,11,0,0,0,0,0,1,6,0,1,1,3,0
6,27,12,0,1,0,5,2,1,6,1,1,0,2,0
6,36,14,35,0,1,5,0,0,15,1,1,0,2,0
6,37,5,40,1,0,5,0,0,6,1,1,1,3,0
6,28,11,0,2,0,0,0,0,99,0,1,1,1,0
6,30.25,12,0,1,1,5,0,0,34,1,1,1,3,0
6,30.5,14,30,1,0,5,3,1,6,1,1,1,3,0
6,30.5,14,40,1,0,5,0,0,6,1,1,0,0,0
6,41.75,15,32,1,0,5,0,0,6,1,1,1,2,0
6,28.5,14,40,0,0,5,0,1,6,1,0,1,2,0
6,26.5,13,40,1,0,5,0,0,6,1,0,1,3,0
6,33.75,11,40,1,0,5,0,1,6,1,0,1,0,0
6,25.75,12,40,0,0,5,0,0,6,1,0,0,3,0
6,33,12,40,1,0,5,0,0,6,1,0,0,2,0
6,33.25,17,40,0,0,4,0,0,6,1,0,1,1,0
6,44.75,14,0,3,0,5,0,0,6,1,0,0,3,1
6,23.25,14,40,0,0,5,0,1,6,1,0,0,2,0
6,35,12,60,0,0,5,0,0,6,1,0,0,3,0
6,29,11,40,1,0,3,0,1,6,0,0,1,1,0
6,27.75,8,0,0,0,0,0,0,6,0,0,0,1,0
6,28.25,12,40,0,0,4,0,0,6,1,0,0,2,0
6,25.75,12,40,0,0,5,0,0,6,1,0,0,2,0
6,25,12,50,0,0,5,0,0,30,1,0,0,3,0
6,26.5,12,0,1,0,1,0,0,6,1,0,1,0,0
6,30.5,4,0,1,0,5,0,0,6,0,0,1,1,0
6,32.25,13,40,1,0,5,0,0,6,1,0,0,2,0
6,27.25,12,0,0,0,1,0,2,6,1,0,1,1,0
6,42.75,20,0,0,2,5,0,0,6,1,0,1,1,0
6,26.5,11,40,0,0,5,0,1,4,1,0,0,2,0
6,27.5,12,45,0,0,5,0,1,6,1,0,0,0,0
6,22.25,12,5,0,0,5,1,3,6,0,0,1,3,0
6,26.25,12,43,0,0,5,0,0,41,1,0,1,3,0
6,23.25,13,40,0,0,4,0,0,17,1,0,1,1,0
6,35.5,11,23,1,0,0,0,1,8,1,0,1,2,0
6,38,12,0,3,0,5,1,1,99,0,0,1,1,0
6,29,12,0,0,0,0,0,0,6,1,0,1,0,0
6,33.25,14,44,1,0,5,0,0,6,1,0,1,3,0
6,22.5,9,0,0,0,0,0,1,6,0,0,0,0,0
6,29,13,40,0,0,5,0,1,34,1,0,0,0,0
6,35,12,0,0,0,5,0,0,6,1,0,1,2,0
6,33.75,16,40,0,0,3,0,0,6,1,0,1,1,0
6,29.25,12,40,0,0,5,0,2,6,1,0,1,3,0
6,28,13,40,0,0,4,0,0,99,1,0,0,3,0
6,27.75,13,0,1,0,5,0,0,6,1,0,1,2,0
6,33.25,12,0,1,0,5,0,0,8,1,0,1,1,0
6,27.5,12,40,0,0,5,0,0,13,1,0,0,0,0
6,26,11,0,0,0,5,0,0,6,1,0,1,1,0
6,32.25,13,18,2,0,4,0,1,6,1,0,1,1,0
6,25.5,13,40,0,0,5,0,0,6,1,0,0,0,0
6,37.75,12,42,0,1,5,0,0,6,1,0,0,3,1
6,29.75,15,25,1,0,5,0,0,6,1,0,1,3,0
6,29.75,12,40,0,0,5,0,0,6,1,0,0,1,0
6,30.5,12,40,1,0,5,0,0,6,1,0,1,1,0
6,27.25,12,0,1,0,5,0,0,6,1,0,1,3,0
6,41.25,17,20,1,1,5,0,0,6,1,0,1,1,0
6,28.5,12,40,0,0,5,0,0,6,1,0,1,1,0
6,34.75,12,40,0,0,5,0,1,6,1,0,0,0,0
6,31.25,13,0,0,0,0,0,0,21,1,0,1,2,0
6,27,14,40,0,0,3,0,0,49,1,0,0,3,0
6,40,13,40,0,0,5,0,0,6,0,0,1,1,0
6,32.25,12,40,1,0,5,0,0,6,1,0,0,0,0
6,37.75,13,40,1,2,5,0,0,6,1,0,1,2,0
6,40.25,11,50,0,1,5,0,0,6,1,0,1,3,1
6,27,13,40,0,0,5,0,1,26,1,0,1,2,0
6,39.5,12,32,1,2,5,0,0,6,1,0,0,3,0
6,31,6,42,0,0,5,0,2,6,1,0,1,1,0
6,36,-3,0,4,1,5,0,0,99,0,0,0,0,0
6,39,12,0,1,0,5,0,0,42,1,0,0,3,0
6,24,15,0,0,0,0,1,1,6,1,0,1,0,0
6,25.25,12,40,0,0,2,0,2,6,1,0,1,2,0
6,21.5,6,40,0,0,3,0,0,6,0,0,1,2,0
6,30.25,14,40,1,0,5,0,0,6,1,0,1,2,0
6,31.75,13,49,0,0,3,0,0,6,1,0,1,3,0
6,28.5,15,40,0,0,5,0,0,6,1,0,1,2,0
6,41.75,13,50,0,0,0,0,1,34,1,0,0,0,0
6,25.25,12,0,0,0,5,0,0,6,1,0,1,2,0
6,39.75,14,0,3,0,3,0,0,6,1,0,0,3,0
6,30.5,12,40,0,0,2,0,0,6,1,0,0,1,0
6,38.5,13,0,0,0,3,0,0,6,1,0,1,2,0
6,36,13,40,0,2,5,0,0,6,1,0,1,1,0
6,31.25,7,40,2,0,4,0,0,6,1,0,1,3,0
6,30.5,10,0,0,0,5,0,0,6,1,0,0,1,0
6,25.25,11,0,2,0,5,0,0,6,1,0,1,3,0
6,33.75,12,0,1,1,5,0,0,6,1,0,1,2,0
6,31.75,15,25,1,0,3,0,0,6,1,0,1,1,0
6,24.25,12,45,0,0,5,0,0,6,1,0,0,1,0
6,30.75,14,0,0,0,5,0,0,6,1,0,1,1,0
6,31.25,14,40,0,0,5,0,0,6,1,0,1,3,0
6,36.5,12,40,2,0,5,0,1,6,1,0,1,2,0
6,26.25,12,72,0,0,5,0,1,6,0,1,0,3,0
6,23.25,12,26,0,0,2,0,1,6,0,1,0,3,0
6,36.25,6,40,1,0,5,1,1,6,0,1,1,3,0
6,37,12,40,0,2,4,0,0,6,1,1,1,1,0
6,31,11,0,1,1,2,0,0,6,1,1,1,2,0
6,25.5,15,40,0,0,2,0,0,99,0,1,1,2,0
6,24.5,9,0,1,0,5,0,0,99,0,1,0,0,0
6,25.5,13,38,0,0,5,0,0,6,1,1,1,0,0
6,31.5,17,40,0,0,1,0,0,22,0,1,0,2,0
6,27.25,11,14,1,0,4,0,0,6,0,1,1,1,0
6,25.25,12,0,2,0,5,0,1,6,0,1,1,1,0
6,27,12,0,1,0,0,0,0,6,1,1,0,0,0
6,27.5,10,0,0,0,1,1,0,6,1,1,1,2,0
6,34.25,9,0,2,1,5,0,0,6,0,1,0,0,0
6,27.25,12,0,1,0,5,0,0,6,1,0,1,1,0
6,25,10,0,0,0,5,0,1,6,1,0,0,0,0
6,28.5,12,0,1,0,5,0,0,6,1,0,0,0,0
6,26,9,0,1,0,0,0,0,6,0,0,1,1,0
6,27.75,11,0,2,0,0,0,0,6,1,0,0,0,0
6,29.5,14,0,3,0,5,0,0,6,0,0,1,3,0
6,27.25,12,15,0,0,2,0,0,99,0,0,1,0,0
6,38.75,12,40,2,0,5,0,0,6,1,0,1,3,0
6,23.75,13,0,0,0,5,0,1,6,0,0,1,1,0
6,25.25,13,16,0,0,2,0,0,16,1,0,0,0,0
6,38.75,16,40,1,0,2,0,0,6,1,0,0,0,0
6,34,12,40,0,0,5,0,0,99,1,0,0,0,0
6,28,10,0,2,0,2,0,0,42,0,0,0,0,0
6,37.25,11,0,0,1,5,0,0,32,1,0,1,1,0
6,23,12,0,0,0,1,0,0,6,1,0,1,3,0
6,21,11,0,0,0,1,0,0,6,1,0,1,0,0
6,32,9,0,0,0,0,0,0,26,1,0,1,2,0
6,26.5,12,30,1,0,2,0,0,6,1,0,1,0,0
6,38,12,0,1,2,5,0,0,6,0,0,1,2,0
6,27.5,10,0,1,0,5,0,0,6,1,0,1,3,0
6,25.5,12,36,0,0,0,0,2,6,1,0,1,1,0
6,40.75,10,0,0,1,5,0,0,6,1,0,1,3,1
6,39.75,12,0,0,1,5,0,0,6,0,0,1,2,1
6,32.5,12,30,1,0,5,0,0,6,1,0,1,0,0
6,28.5,12,40,2,0,5,0,0,6,1,0,1,1,0
6,26,12,0,0,0,2,0,0,6,1,0,1,3,0
6,31.75,12,0,1,0,5,0,0,6,1,0,1,2,0
6,22.5,9,0,0,0,3,0,0,36,1,0,1,2,0
6,32.75,11,35,0,1,5,0,0,8,1,0,1,2,0
6,30.5,12,38,1,0,5,0,0,6,1,0,0,1,0
6,32.25,13,0,0,0,5,0,0,6,1,0,0,3,0
6,34.5,8,40,2,1,5,0,0,6,0,0,0,0,0
6,28.5,12,40,2,0,5,0,1,6,1,0,0,3,0
6,24.25,9,0,1,0,1,0,0,26,1,0,1,2,0
6,24.5,10,22,0,0,0,0,0,6,1,0,0,3,0
6,23,10,0,1,0,1,0,0,6,1,0,1,3,0
6,24,11,0,0,0,3,0,0,29,1,0,1,3,0
6,27,12,0,0,0,5,3,1,6,1,0,0,0,0
6,22.25,13,0,0,0,5,0,2,6,1,0,1,1,0
6,24,12,0,0,0,5,0,0,6,0,0,1,1,0
6,25.25,10,0,1,0,4,0,0,6,0,0,1,2,0
6,35.75,12,34,2,1,5,0,0,6,1,0,1,2,0
6,39,10,45,0,2,5,0,0,6,1,0,1,1,0
6,30.5,12,40,1,0,5,0,0,6,1,0,1,1,0
6,25.75,13,40,1,0,2,0,1,6,1,0,1,1,0
6,31,12,29,0,0,5,0,0,6,1,0,1,1,0
6,27,11,20,1,0,4,0,0,6,1,0,1,1,0
6,32.5,12,48,1,0,5,0,0,6,1,0,0,0,0
6,29.25,15,41,0,0,5,0,0,6,1,0,0,1,0
6,24.75,12,0,0,0,5,0,1,4,1,0,1,1,0
6,22.25,8,26,0,0,5,0,0,39,1,0,1,3,0
6,26.5,12,0,0,0,5,0,0,6,1,0,1,3,0
6,28.5,10,0,2,0,0,0,0,6,0,0,1,3,0
6,32.75,12,40,2,1,5,1,0,51,0,0,1,3,0
